,DSI_Title,Text
46,Dark_Knight_1.docx,"The Dark Knight, director Christopher Nolan’s absolute stunner of a follow-up to 2005’s Batman Begins, is a potent provocation decked out as a comic-book movie. Feverish action? Check. Dazzling spectacle? Check. Devilish fun? Check. But Nolan is just warming up. There’s something raw and elemental at work in this artfully imagined universe. Striking out from his Batman origin story, Nolan cuts through to a deeper dimension. Huh? Wha? How can a conflicted guy in a bat suit and a villain with a cracked, painted-on clown smile speak to the essentials of the human condition? Just hang on for a shock to the system. The Dark Knight creates a place where good and evil — expected to do battle — decide instead to get it on and dance. “I don’t want to kill you,” Heath Ledger’s psycho Joker tells Christian Bale’s stalwart Batman. “You complete me.” Don’t buy the tease. He means it.

The trouble is that Batman, a.k.a. playboy Bruce Wayne, has had it up to here with being the white knight. He’s pissed that the public sees him as a vigilante. He’ll leave the hero stuff to district attorney Harvey Dent (Aaron Eckhart) and stop the DA from moving in on Rachel Dawes (feisty Maggie Gyllenhaal, in for sweetie Katie Holmes), the lady love who is Batman’s only hope for a normal life.

Everything gleams like sin in Gotham City (cinematographer Wally Pfister shot on location in Chicago, bringing a gritty reality to a cartoon fantasy). And the bad guys seem jazzed by their evildoing. Take the Joker, who treats a stunningly staged bank robbery like his private video game with accomplices in Joker masks, blood spurting and only one winner. Nolan shot this sequence, and three others, for the IMAX screen and with a finesse for choreographing action that rivals Michael Mann’s Heat. But it’s what’s going on inside the Bathead that pulls us in. Bale is electrifying as a fallibly human crusader at war with his own conscience.

I can only speak superlatives of Ledger, who is mad-crazy-blazing brilliant as the Joker. Miles from Jack Nicholson’s broadly funny take on the role in Tim Burton’s 1989 Batman, Ledger takes the role to the shadows, where even what’s comic is hardly a relief. No plastic mask for Ledger; his face is caked with moldy makeup that highlights the red scar of a grin, the grungy hair and the yellowing teeth of a hound fresh out of hell. To the clown prince of crime, a knife is preferable to a gun, the better to “savor the moment.”

The deft script, by Nolan and his brother Jonathan, taking note of Bob Kane’s original Batman and Frank Miller’s bleak rethink, refuses to explain the Joker with pop psychology. Forget Freudian hints about a dad who carved a smile into his son’s face with a razor. As the Joker says, “What doesn’t kill you makes you stranger.”

The Joker represents the last completed role for Ledger, who died in January at 28 before finishing work on Terry Gilliam’s The Imaginarium of Doctor Parnassus."
47,Blade_Runner_2.docx,"It’s entirely apt that a film dedicated to replication should exist in multiple versions; there is not one Blade Runner, but seven. Though opinions on which is best vary and every edition has its partisans, the definitive rendering of Ridley Scott’s 1982 dystopian film is most likely The Final Cut (2002), about to play out once more in cinemas across the UK. Aptly, too, repetition is written into the movie’s plot (there are spoilers coming), that sees Deckard (played by Harrison Ford) as an official bounty hunter (or “Blade Runner”) consigned to hunt down, one after the other, four Nexus-6 replicants (genetically-designed artificial human beings, intended as slaves for Earth’s off-world colonies). One by one, our equivocal hero seeks out the runaways: worldly-wise Zhora (Joanna Cassidy); stolid Leon (Brion James); the “pleasure-model” Pris (Daryl Hannah); and the group’s apparent leader, the ultimate Nietzschean blond beast, Roy Batty (the wonderful Rutger Hauer). Along the way, Deckard meets and falls in love with another replicant, Rachael (Sean Young), as beautiful and cold as a porcelain doll.

In Blade Runner, as in all science-fiction, the “future” is a style. Here that style is part film noir and part Gary Numan. The 40s influence is everywhere: in Rachael’s Joan-Crawford shoulder pads, the striped shadows cast by Venetian blinds, the atmosphere of defeat. It’s not just noir, Ridley Scott also taps into 70s cop shows and movies that themselves tapped into nostalgic style, with their yearning jazz and their sad apartments; Deckard even visits a strip joint as all TV detectives must. The movie remains one of the most visually stunning in cinema history. It plots a planet of perpetual night, a landscape of shadows, rain and reflected neon (shone on windows or the eye) in a world not built to a human scale; there, the skyscrapers dwarf us like the pyramids. High above the Philip Marlowe world, hover cars swoop and dirigible billboards float by. More dated now than its hard-boiled lustre is the movie’s equal and opposite involvement in modish early 80s dreams; the soundtrack by Vangelis was up-to-the-minute, while the replicants dress like extras in a Billy Idol video, a post-punk, synth-pop costume party. However, it is noir romanticism that wins out, gifting the film with its forlorn Californian loneliness.

t is a starkly empty film, preoccupied as it is with the thought that people themselves might be hollow. The plot depends on the notion that the replicants must be allowed to live no longer than four years, because as time passes they begin to develop raw emotions. Why emotion should be a capital offence is never sufficiently explained; but it is of a piece with the film’s investigation of a flight from feeling – what psychologist Ian D Suttie once named the “taboo on tenderness”. Intimacy here is frightful (everyone appears to live alone), especially that closeness that suggests that the replicants might be indistinguishable from us.

This anxiety may originally have had tacit political resonances. In the novel that the film is based on, Philip K Dick’s thoughtful Do Androids Dream of Electric Sheep? (1968), the dilemma of the foot soldier plays out, commanded to kill an adversary considered less human than ourselves, yet troubled by the possibility that the enemy are in fact no different. Shades of Vietnam darken the story, as well as memories of America’s slave-owning past. We are told that the replicants can do everything a human being can do, except feel empathy. Yet how much empathy do we feel for faraway victims or inconvenient others?"
48,Blank_Check_3.docx,"‘Blank Check’



It's fitting that Brian Bonsall has the lead in ""Blank Check."" After all, he was Michael J. Fox's little brother in ""Family Ties,"" and the role of Preston Waters here is nothing more than a junior edition of Alex Keaton. Fox himself is now too old for the part, but while Bonsall is shorter in size, he's a virtual Xerox of Foxian mannerisms, with some Macaulay Culkin shtick thrown in.



Except this is more a case of a self-generated ""Home Loan."" Young Preston is a barely put-upon youngest child, genially bullied by two older brothers and overlooked by easily distracted parents, but remembered by a grandmother who sends a signed blank check on his 11th birthday.



Dad fills in the amount, but that lesson in fiscal accountability is lost until an astounding series of coincidences typical of Disney juvenile fantasies. A just-sprung crook (Miguel Ferrer) visits his money-laundering banker (Michael Lerner) to exchange an old stash for fresh money. Leaving the bank, he accidentally runs over Preston's bike and, wishing to avoid a police inquiry, hurriedly scribbles a check to Preston -- a blank check, of course.



Bells go off: At home, Preston uses his home computer to fill in the amount: $1 million. And when he blithely goes to cash it, the banker mistakes him for the crook's messenger and hands him the million in cash. Using the voice box on his Macintosh (and assuming that name as the identity of a client who wants to be alone more than Greta Garbo ever did), Preston quickly makes a nearby castle his home, goes on a ""Pretty Woman""-style shopping trip (to the tune of ""Money""), orders what must be the entire contents of the Sharper Image and Modern Toys catalogues, and trucks in a year's supply of Coke and Chips Ahoy. He also installs a video wall, water slides, a go-cart track and a batting cage: It's the preadolescent version of the American Dream.

The bad guys, of course, soon catch on and try to regain their currency, suffering a series of predictable ""Home Alone""-style indignities, though these are more wet than violent (we're talking Disney). Later, one suggests ""it might be easier just to steal another million dollars!""

Along the way, Preston also teams up with a beautiful bank teller who turns out to be an undercover FBI agent on the trail of the free-spending but elusive Macintosh (the laundered money is also marked, it turns out). Karen Duffy -- former MTV personality Duff -- is actually quite sweet in a role that requires her to baby-sit for an 11-year old with a serious crush and an apparently unlimited allowance.

As for Bonsall, he's an endearing lovesick puppy, trying to act an age he has no clues about, ultimately discovering that money can't buy you love or happiness, though it apparently can help you while away your loneliness. On the other hand, he's Keatonishly cretinous as a wheeling, dealing mini-mogul in dark glasses (shades of Tom Cruise in ""Risky Business""). Ironically, it's this greed-oriented aspect of the film that's likely to elicit cheers of approval, since it's the aspect that director Rupert Wainright seems most comfortable with. In the end, family ties are re-strung, but the morals remain annoyingly at loose ends."
49,Star_Wars_1.docx,"The last ""Star Wars"" movie was somewhat divisive among fans. There were those that saw ""The Last Jedi"" as a step in a different direction, one that moved us further away from the midichlorians of the prequels while not feeling like a retelling of the original trilogy. Then there were those that decried it as blasphemy, that it was ""not a real 'Star Wars' movie,"" and saw this as the beginning of the end of Disney's reign. Rather than dwelling on why the latter group is wrong (oh so wrong), I'm left to ponder: Was ""Star Wars: The Rise of Skywalker"" what they were hoping for? If so, I'm not sure I like the idea of a ""real 'Star Wars' movie"" anymore.

Let's start off with the elephant in the room in the same way that the movie decided to: Somehow, Palpatine returned. I'd tell you more about that, except that's all that the movie decides to tell (although the novelization apparently says that he is actually a clone). So yeah, the thing that drives the majority of ""The Rise of Skywalker"" is that Emperor Palpatine is back, so now our heroes have to deal with this guy. 

The last time that JJ Abrams directed a ""Star Wars"" we got ""The Force Awakens,"" a movie that is like a warm ""Star Wars"" nostalgia blanket. ""The Force Awakens"" is essentially ""A New Hope: The Reboot,"" but I was kind of okay with that. While its narrative structure is almost a carbon copy of the previous film, it attacks the material with gusto and charm. There is an almost giddy energy to ""The Force Awakens,"" and that can be felt. That energy is nowhere to be found with ""The Rise of Skywalker.""

Gone is the style, gone is the bravado, gone is the general coherence of story. ""The Rise of Skywalker"" is a debacle of exposition and nonsensical plot. With that being said, its cavalcade of errors can easily slip under the radar, because Abrams insists upon never resting. As a result, you get distracted by the flashing lights and, honestly, Babu Frik. You leave the movie feeling that it wasn't great but, you know, you enjoyed it. 

But ""The Rise of Skywalker"" isn't content with your lackadaisical response, so the creative team has spent every moment since its release tacking on new plot points (because this movie needed more plot) or tiny explanations that leave you wondering: Why didn't you just put it in the movie? With no thought, ""The Rise of Skywalker"" is serviceably entertaining, but once you start to think about it, it crumbles into a mess of convolutions. 

Regardless of the quality of the movies themselves, every physical release in this new trilogy has been fantastic and ""The Rise of Skywalker"" is no different. There are the usual featurettes (most of which can be found on YouTube) that cover topics from creature design to revisiting old friends of the franchise, and all of these are pleasant and offer"
50,Toy_Story_2.docx,"Pixar’s latest is a delightful movie about having no reason to exist.



...not having a reason to exist—and managing to make one’s existence joyful and meaningful anyway—is the central theme of the unexpectedly original (and expectedly delightful) Toy Story 4. As the movie begins, Woody, the cowboy doll, is dealing with the existential crisis of no longer being top toy. At Andy’s house, he was the most played-with of all and thereby the crew’s ringleader, whereas at Bonnie’s he’s all too often stripped of his sheriff’s badge and left to gather dust in the closet while his old friends are treated to tea parties, dress-up sessions, and hours of interactive fun. Given that Woody’s supreme motivation in life is to love and be loved by a child, this reduction in status leaves him both depressed and nostalgic for the good old Andy days. Anxious about Bonnie’s preschool orientation, Woody stows away in her backpack to offer support—and, if we’re being honest, to reassure himself of his own usefulness. It’s there, in the course of a getting-to-know-you craft project, that a new character is born who brings the question of existential anxiety even more to the fore.



Forky is a sorry specimen of a toy, but Bonnie’s love for him brings him to instantaneous if utterly befuddled life. For his first few days of life on Earth, his only instinctual goal is to fling himself back into the trash whence he came. Seeing how important this sentient utensil is to Bonnie, Woody makes it his job to save Forky, repeatedly and hilariously, from his headlong dives into the nearest garbage can.



In the last few days before preschool begins in earnest, Bonnie and her parents take a road trip to an old-fashioned amusement park with Woody, Forky, and the rest of the toys in tow. Just outside the fairgrounds is an antique store where Woody spots a familiar sight: a lamp base that once housed the porcelain doll Bo Peep, who used to belong to Andy’s little sister. Woody, who, always had a soft spot for Bo, sneaks into the shop to look for her, dragging the ever-confused Forky along with him.



In the dusty aisles of the antique store...the action divides along two fronts: Woody’s attempt to find Bo, escape the store and get back to Bonnie, and Bonnie and her parents’ efforts to track down her treasured missing spork before getting back on the road.



[Toy Story 4] is jampacked with innovative action sequences and skin-of-their-teeth escapes. It bounces along at such an antic pace that its 100 minutes feel like far fewer. But there’s a quiet contemplativeness at the movie’s heart, exemplified by a long scene in which Woody and Forky make their way along the shoulder of a highway, plastic hand in pipe-cleaner hand, discussing the meaning of life as a plaything. Theirs is a mentor-mentee relationship, but also, in its way, a parent-child one: “Carry me,” Forky demands intermittently, dragging his popsicle-stick feet on the gravel. By the end of that walk, Forky has begun to understand his purpose on Earth, and Woody is a little closer to reconsidering his own.

The choices Woody and the other characters make as the movie draws to a close don’t feel as necessary as the ending to Toy Story 3 did, but the emotions they evoke are similar: nostalgia for a lost past, hope for a yet-unknown future, affection for long-familiar companions."
51,Matrix-1.docx,"AB

Title: The Matrix 20 years on: how a sci-fi film tackled big philosophical questions

Authors: Richard Colledge 

Source/Date: The Conversation, March 27, 2019

URL: https://theconversation.com/the-matrix-20-years-on-how-a-sci-fi-film-tackled-big-philosophical-questions-114007

Document 1



The film centres on a computer hacker, “Neo” (played by Keanu Reeves), who learns that his whole life has been lived within an elaborate, simulated reality. This computer-generated dream world was designed by an artificial intelligence of human creation, which industrially farms human bodies for energy while distracting them via a relatively pleasant parallel reality called the “matrix”.

This scenario recalls one of western philosophy’s most enduring thought experiments. In a famous passage from Plato’s Republic (ca 380 BCE), Plato has us imagine the human condition as being like a group of prisoners who have lived their lives underground and shackled, so that their experience of reality is limited to shadows projected onto their cave wall. 

A freed prisoner, Plato suggests, would be startled to discover the truth about reality, and blinded by the brilliance of the sun. Should he return below, his companions would have no means to understand what he has experienced and surely think him mad. Leaving the captivity of ignorance is difficult.

In The Matrix, Neo is freed by rebel leader Morpheus (ironically, the name of the Greek God of sleep) by being awoken to real life for the first time. But unlike Plato’s prisoner, who discovers the “higher” reality beyond his cave, the world that awaits Neo is both desolate and horrifying.

Ultimately, the Matrix trilogy proclaims that free individuals can change the future. But how should that freedom be exercised?

This dilemma is unfolded in the first film’s increasingly notorious red/blue pill scene, which raises the ethics of belief. Neo’s choice is to embrace either the “really real” (as exemplified by the red pill he is offered by Morpheus) or to return to his more normal “reality” (via the blue one).

This quandary was captured in a 1974 thought experiment by American philosopher, Robert Nozick. Given an “experience machine” capable of providing whatever experiences we desire, in a way indistinguishable from “real” ones, should we stubbornly prefer the truth of reality? Or can we feel free to reside within comfortable illusion? 

In The Matrix we see the rebels resolutely rejecting the comforts of the matrix, preferring grim reality. But we also see the rebel traitor Cypher (Joe Pantoliano) desperately seeking reinsertion into pleasant simulated reality. “Ignorance is bliss,” he affirms.

The film’s chief villain, Agent Smith (Hugo Weaving), darkly notes that unlike other mammals, (western) humanity insatiably consumes natural resources. The matrix, he suggests, is a “cure” for this human “contagion”.

We have heard much about the potential perils of AI, but perhaps there is something in Agent Smith’s accusation. In raising this tension, The Matrix still strikes a nerve – especially after 20 further years of insatiable consumption."
52,Walle_3.docx,"In WALL-E have spun a whimsical sci-fi fantasy about robots 800 years into the future that has all the heart, soul, spirit and romance of the very best silent movies 80 years ago. Well, you don't expect robots to talk, do you? While the soundtrack is full of clanking noises, explosions, music and even dance numbers, there is little dialogue as such to get this story told. Stanton and his animation team punch across their terrific (and ecologically sound!) story by inventing a visual and aural language with which these robotic creatures can express a rainbow of emotions.

The film is so clever and sophisticated that you worry, slightly, that it might be too clever to connect with mainstream audiences. It's so sweet and funny that the multitudes undoubtedly will surrender to its many charms.

A trashed and toxic Earth has been abandoned by mankind centuries ago, but somebody forgot to turn off the last robot. That would be WALL-E (an acronym that stands for Waste Allocation Load Lifter Earth-Class), a mobile trash compactor who goes about his job decade after decade. He has even developed a storage system so he can self-replace his parts. His only companion is a cockroach. Well, you knew that creature would survive anything.

Mankind, grown fat and lazy after centuries of floating like lotus eaters in a Club Med spaceship above Earth, sends a probe to search for signs of life on the abandoned planet. That would be EVE (Extra-terrestrial Vegetation Evaluator). WALL-E develops a mighty crush on EVE, though her fearsome temper — she tends to blast anything that moves — makes him shy. But their romance, an innocence in the unlikeliest of places, blossoms. WALL-E even shows her his little green plant.

His little what? That's the very thing she's been looking for! That plant launches the couple on an epic journey to the Axiom spaceship, where with other ""rogue robots"" they overthrow a robotic controlled civilization and galvanize humans — more robotic than the actual robots — into something approaching life.

The visual design of WALL-E is arguably Pixar's best. Stanton, who wrote the script with Jim Reardon from a story he concocted with Peter Docter, creates two fantastically imaginative, breathtakingly lit worlds — a wretched, destroyed Earth city, not unlike Manhattan, and the spaceship where humans hover in floating couches, their bloated body fat encasing virtually useless bones, while an intricate series of robots perform all labor and a 3D Internet is the chief form of human communication.

The real stroke of brilliance, though, is the use of old movie footage, mixed in with the CG animation, to trigger WALL-E's romantic yearnings. After work, WALL-E endlessly watches a videotape from the 1969 movie Hello, Dolly! Its musical imagery and two songs make him understand what love and passion mean. He even learns how to hold hands, something he is finally able to try out with EVE.

Sound designer Ben Burtt creates expressive sounds given off by the robots, and in particular WALL-E, that you would swear are voices speaking words. If there is such a thing as an aural sleight of hand, this is it."
53,Back_Future_1.docx,"On July 3, 1985, Marty McFly skated into American theaters. Back to the Future, directed by Robert Zemeckis, then became a summer box-office win that spawned multiple sequels and propelled Michael J. Fox's career. The Hollywood Reporter's original review is below. 

It's easy to see why Universal executives were so excited by Back to the Future. The movie isn't just fun. It's fun at the speed of light, a whiz-bang time-travel adventure likely to result in some decidedly high-octane box-office dollars. The most modest of Steven Spielberg's recent forays into production (the second this summer alone, after Goonies), Back to the Future is also one of the best, due in no small measure to the dandy direction of Robert Zemeckis, whose gift for off-center comic characterizations injects a welcome note of human comedy into the customary high-tech surroundings.

The script, by Zemeckis and longtime partner Bob Gale, concerns a Northern California teenager (Family Ties' Michael J. Fox, who replaced original lead Eric Stoltz midway through production) who takes refuge from his oddball domestic world — a sort of suburban Addams Family — in the company of a certifiably nutty professor (Christopher Lloyd at his scene-stealing best). When the good doctor soups up a DeLorean into a plutonium-powered time-mobile, the kid embarks on the ride of his life — back into 1955, where he unexpectedly encounters his own now-adolescent parents. 

It's every kid's fantasy come true, and Zemeckis exploits its possibilities with delicious abandon, deriving considerable humor from the situation's unseen generation gap. There's even shades of an Oedipal It's a Wonderful Life as the hero gamely fends off advances from his own future mother (delicately played by Lea Thompson) in a frantic attempt to ensure that his tamperings with the past have little bearing on his immediate future. 

The confusion makes for plenty of action (notably one dizzying sequence where Fox ""invents"" a skateboard and uses it to flee from a gang of '50s toughs), but this is at heart a gentler, less noisy endeavor than most Spielberg enterprises, brimming with fond nostalgia and people with the same sort of goofy supporting characters as past, more underrated Zemeckis efforts like Used Cars. Spielberg gets executive producer credit, but it's Zemeckis' movie all the way. 

There are occasional lapses in the general lightheartedness — the Libyan terrorists who set the main plot in motion are hardly a laughing matter these days. But there's simply too much fun on hand to be particularly spoiled. 

Adding to the pleasure is an attractive, energetic young cast, led by the appealing Fox, easily one of the more intelligent-looking young actors to cross a screen recently. As his soon-to-be mom, Thompson walks a hilarious line between diffidence and lust, and Crispin Glover is nerdism personified as her reluctant beau, with Thomas F. Wilson suitably menacing as a town bully who gets a gratifying comeuppance. But it's Christopher Lloyd who walks away with the movie in a gloriously uncontrolled, fright-wigged performance that redefines the mad scientist for modern movie audiences."
54,Walle_2.docx,"…Wall-E is a science- fiction epic set 700 years in the future. It consciously draws on a tradition of apocalyptic, dystopian sci-fi pictures.

Wall-E, pronounced Wally and an acronym for Waste Allocation Load Lifter Earth-Class, is that familiar Robinson Crusoe figure, the last occupant of Earth. A multinational corporation, Buy n Large, has been responsible, so we infer, for all the waste and pollution on our planet. As a result, Buy n Large's CEO, a bland hypocrite with the appropriate name of Shelby Forthright, has whisked away the human beings for a cruise on the luxury starship Axiom, leaving robots to clean up the planet.

Wall-E, now rusty, run-down and constantly repairing himself, has worked steadily over the centuries, compacting rubbish and piling it into giant pyramids on his arid urban wasteland. We soon discover he's developed a personality of his own as he sorts out things worth preserving from the endless waste of society. These little treasures include a Rubik's Cube, a light bulb, a hand-whisk and, above all, a VHS copy of the 1969 musical Hello, Dolly!. From watching this film, he learns to dance and to hold hands. Very soon, we feel lovingly sympathetic towards the diligent, lonely Wall-E (whose only company is a jolly cockroach).

Wall-E belongs to those creations of scientists and artists like Frankenstein's monster and the androids in Blade Runner, Geppetto's Pinocchio and Pygmalion's Galatea, who become vulnerably human. As in all Pixar movies, things and animals are all kinder, more likable than the humans they encounter. The passengers on the starship Axiom have become lazy, passive, obese and incapable of action or unassisted movement due to their pampered existence. Wall-E, indeed, is being set up to become the savior of humanity, which comes about when this lonely Adam is introduced to his new Eve (Extraterrestrial Vegetation Evaluator), a robot sent to Earth from Axiom to see if a return of so-called civilization is possible down here.

She's a gleaming, polished object resembling a production-line version of a Brancusi egg. White and pristine, she floats above the ground, unlike the rusty, sharp-edged Wall-E, who grinds around on caterpillar tracks. Wall-E is smitten and wants to hold hands like Michael Crawford and his girl in Hello, Dolly! He cares for Eve and they converse in their computer language. When she discovers a small green plant that Wall-E has kept, the vital sign of life on Earth, she's picked up by a rocket. He clings to this capsule and is taken back to Axiom.

The second part of the film, in which the maverick Wall-E stirs up a slave revolt and makes the complacent, exiled Earthlings aware of their humanity, is more conventional than the first part, though lively and exciting enough. The movie is constantly inventive in its inspired graphics and comic detail. Its warnings of a desperate, dying future world have a haunting realism far more powerful … but there is also a beautiful ending where we see the world rejuvenated."
55,Toy_Story_3.docx,"With Bo Peep, the sequel fashions a female hero who’s more than just a distaff rehash of the old male ones.

Even Pixar agnostics like me...must admit that the second and third installments of the series are exceptional portraits of existential anxieties about the end of innocence and play. Pixar is betting that a new character, the unwilling toy Forky—a deliberately ugly spork with mismatched googly eyes that feels like the studio parodying its own MO of endowing inanimate objects with emotions and baby-deer peepers—will be the film’s breakout star. But it’s an older character—Bo Peep, a ceramic shepherdess in a yearslong flirtation with Sheriff Woody—who’s the film’s greatest delight and most original creation. Voiced by Annie Potts and finally developed into her own person, Bo invigorates the Toy Story franchise by being the rare female character expanded in a sequel whose journey doesn’t feel secondary.

But the continual relegation of stories about girls and women to sequels, spinoffs, and reboots—films that are almost by definition derivative, ancillary, and inessential—can’t help but cement our cultural bias that male narratives are primary and female narratives supplementary. Moreover, such sequels and reboots imply that female characters are only worth paying attention to so long as they are in relation to boys and men, by either providing a high contrast to or being fundamentally interchangeable with male characters in traditionally male situations.

Bo began the franchise as a run-of-the-mill trophy for male cinematic heroism: a blond, blue-eyed, delicate, and conventionally beautiful female who existed to be rescued and to reward Woody for his heroic acts with chaste kisses. But in Toy Story 4, she gets a welcome personality transplant, not to mention a makeover to match. (Who knew a shepherd’s hook could be such a versatile weapon?) This fourth chapter, in contrast to the second and third, posits that toys can evade the tragedy of obsolescence, and that a domesticated lifestyle of emotional dependence on a child’s whims is essentially a gilded cage. And it’s Bo who expresses this idea most clearly. After some years as an unwanted product in an antique store, she escapes to become a “lost” toy free of human attachments—and is transformed into the person she was seemingly always meant to be. Once the Smurfette of Andy’s room—the only girl character in a village of men who was only there to do stereotypically feminine things—she founded her own crew of misfit toys, sought to give them a full life, and in the process became far braver and worldlier than Woody. In the end, he needs her far more than she needs him. The sounds of her ceramic feet running on concrete underscores her courage and independence, as does her shrugging nonchalance when her arm falls off. Her current existence is very possibly precarious, but it’s hers to lead.

So refreshing is her new lease on life that, when Woody is forced to choose once more between her and his old kid-centric life—which was, as the prologue reminds us, the only thing that mattered to him—it’s a bit of a shame Bo ends up with such a neurotic prig. Her role in Toy Story 4 is to show Woody that there’s happiness to be found in a post-Andy world, but you also get the sense throughout that she’d have been just as happy if they’d never reunited and she’d dedicated the rest of her days to rescuing other discarded toys from hopelessness."
56,Big_Lewbowski_2.docx,"After 20 years, the shaggy-dog stoner LA noir that may be the Coens’ comic masterpiece rolls back on to the big screen, as light and insouciant as the tumbleweed from the old west that drifts incongruously up to the city in the opening sequence. In fact, after two decades, the film looks weirdly less shaggy, less dishevelled to me: sleeker, sharper, more integrated and with more menace, more mystery. (I found myself thinking of Thomas Pynchon and of David Lynch’s Mulholland Drive). Sam Elliott’s basso profundo narrator, topping and tailing the action and appearing enigmatically in the middle, creates a fascinating residue of unease. But there are just as many laughs.



Our sub-Chandleresque hero is Jeffrey “the Dude” Lebowski, unforgettably played by Jeff Bridges: a younger or more lightweight actor would have made this character seem merely silly. He is a man whose plot function is so close to that of the classic private eye that he is mistaken for one by another private eye late on in the film.



The Dude is, in fact, a former 60s radical and political activist who casually claims to have written an early and uncompromised draft of the Port Huron Statement, but is now permanently at ease, wearing a dressing gown, sunglasses and athleisure-pyjamas combo with flip-flops indoors and out. He is passionate about just one thing – bowling. The Dude is in a team with a couple of other slackers: belligerent Vietnam veteran Walter Sobchak (John Goodman) and easygoing Donny Kerabatsos (Steve Buscemi), and they are preparing to face off against some hated rivals, led by the arrogant but brilliant bowler and convicted paedophile Jesus Quintana (John Turturro).



One day, a couple of thugs mistakenly rough up the Dude because a wealthy LA plutocrat with the same name has a high-spending young wife who owes them some money. The Dude goes to see this other “Big” Lebowski (David Huddleston) in high dudgeon to demand some kind of reparation, meeting his uptight private secretary (Philip Seymour Hoffman) and then the alluring younger spouse Bunny (Tara Reid). It is a chaotic situation from which a financial opportunity arises: Bunny is kidnapped and Mr Lebowski hires the Dude as his bagman to deliver the ransom money. The arrangement descends into anarchy.



There is something inspired in the way that the Coens have access to a kind of fantasy-trance state that is always close by. Bowling has a lot to do with it, more than weed, even: not merely the lighter-than-air sense of triumph that accompanies a perfect strike, but the weird and hidden world beneath the bowling alley, where the balls go, where the skittles go, how they are miraculously reconfigured every time. An occult pattern under the everyday world.



There are wonderful fantasy sequences where the Dude flies through the air, like Christopher Reeve’s Superman, the twinkling lights of the city beneath him, and also some great Hollywood musical sequences featuring Mr Lebowski’s beautiful but prickly daughter Maude – a tremendous performance from Julianne Moore."
57,Interstellar_4.docx,"Interstellar Review



The title of Christopher Nolan’s behemoth space epic says it all – a grandiloquent declaration of scale that smacks simultaneously of ambition and hubris – like Titanic, both the ship and the film. The good news is that this flawed but frequently awe-inspiring movie about wormholes and black holes does not implode into a dark star of disappointment; if it’s spectacle you want, then Interstellar delivers, particularly when viewed in Nolan’s preferred 70mm Imax format.



Seamlessly amalgamating his own semi-formed stories about space travel with a script that his brother Jonathan (“Jonah”) had been developing for Steven Spielberg, Nolan’s long-gestating magnum opus is a futuristic fable firmly rooted in the age-old traditions of sci-fi. We open in a dust-bowl dystopian future where blighted food supplies are dwindling and inhabitable Earth is dying. Harking back to Edwin Balmer and Philip Wylie’s 1933 novel When Worlds Collide (a Depression-era text brought to the screen by producer George Pal in the 1950s), Nasa builds a “space ark” – a giant ship that will take mankind to a new home in the stars, provided the “problem of gravity” can be solved by avuncular Professor Brand (Michael Caine).



Meanwhile, Right Stuff-style pilot-turned-farmer Cooper (Matthew McConaughey) is prompted by ghostly forces to lead an exploratory mission through a wormhole beyond the rings of Saturn, abandoning his family in search of a future for all humanity. What follows is a dizzying mash-up of The Haunting, Slaughterhouse-Five, Silent Running, Event Horizon and the director’s cut of Aliens, with the inverted time shifts of Inception (an hour on a distant planet equals lost years back on Earth) thrown in for extra emotional heft.



While it’s temptingly easy to cite 2001 (anything invoking a dimensional “star gate” triggers rarely positive Kubrick comparisons), the movie that hangs over Interstellar like the dust cloud atmospherically engulfing its earthbound scenes is Contact, with which it shares much more than just leading man McConaughey. Adapted from a novel by Carl Sagan (with signature input from Interstellar’s theoretical physicist Kip Thorne), Robert Zemeckis’s 1997 epic similarly centred on a daughter crying out to a lost father whose soul seems to abide somewhere across the universe.



In both movies, it is these daughters who detect the first stirrings of an “alien” encounter: Ellie Arroway (Jodie Foster) identifying recurrent sequences in the white noise of interstellar radiation in Contact; Murph (very affectingly played in her younger years by Mackenzie Foy) spying morse code in poltergeist disturbances in Interstellar. From such discoveries are missions launched, voyaging across time and space at the apparent instruction of a superior intelligence offering cryptic hands across the universe.



Intergalactic portals are breached, timescales bifurcated, science and faith reconciled. Crucially, for all their astro-maths exposition, the constant in both stories is neither time, space, nor gravity, but love. More than once I was reminded of Contact’s Ellie striking the outer limits of the universe and breathlessly declaring: “They should have sent a poet.” In dispatching Nolan beyond the stars, that’s exactly what they’ve done.



While the end result may not represent the pinnacle of Nolan’s extraordinary career, it nevertheless reaffirms him as cinema’s leading blockbuster auteur, a director who can stamp his singular vision on to every frame of a gargantuan team effort in the manner of Spielberg, Cameron and Kubrick. “Whose subconscious are we in?” asked Ellen Page in Inception. The answer here, as always, is unmistakably Nolan’s."
